id,hotel_name,city,phone,email,website,status,date_discovered,audit_notes,last_sent
usa-hotel-1371,Hampton Inn LaGuardia,New York,+1 718-672-6600,,https://www.hilton.com/en/hotels/nyclahx-hampton-new-york-laguardia-airport/,new,2026-09-17,Has website,
usa-hotel-1372,LaGuardia Plaza Hotel,New York,+1-718-457-6300,,https://www.hilton.com/en/hotels/nyclgdt-laguardia-plaza-hotel/,new,2026-09-17,Has website,
usa-hotel-1373,New York LaGuardia Airport Marriott,New York,+1-718-565-8900,,https://www.marriott.com/hotels/travel/lgaap-new-york-laguardia-airport-marriott/,new,2026-09-17,Has website,
usa-hotel-1374,Crown Motor Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1375,Pelham Garden Motel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1376,Travelodge,New York,+1 718-659-7777,,https://www.wyndhamhotels.com/travelodge/ozone-park-new-york/travelodge-ozone-park/overview,new,2026-09-17,Has website,
usa-hotel-1377,Hillcrest Hotel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1378,Blue Bird Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1379,Wingate by Wyndham,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1380,Van Wyck Motor Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1381,Lexington Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1382,Jets Motor Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1383,Best Western Jamaica Inn,New York,+1 718-291-7500,,https://www.bestwestern.com/en_US/book/hotels-in-jamaica/best-western-jamaica-inn/propertyCode.33141.html,new,2026-09-17,Has website,
usa-hotel-1384,Bryant Park Hotel,New York,+1-212-869-0100,SALES@BRYANTPARKHOTEL.COM,https://bryantparkhotel.com/,sent,2026-09-17,Has website,
usa-hotel-1385,Anchor Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1386,Adria Hotel & Conference Center,New York,+1-800-272-3742,,https://www.adriahotelny.com/,new,2026-09-17,Has website,
usa-hotel-1387,Courtyard By Marriott,New York,+1 718-746-6769,,https://www.marriott.com/en-us/hotels/nycfc-courtyard-new-york-queens-fresh-meadows/overview/,new,2026-09-17,Has website,
usa-hotel-1388,Fairfield Inn & Suites By Marriott,New York,+1 718-746-7230,,https://www.marriott.com/en-us/hotels/nycff-fairfield-inn-and-suites-new-york-queens-fresh-meadows/overview/,new,2026-09-17,Has website,
usa-hotel-1389,Hotel Key,New York,+1 718-353-9777,hotelkey11354@gmail.com,https://hotelkey.net/,sent,2026-09-17,Has website,
usa-hotel-1390,Flushing Central Hotel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1391,The One Boutique Hotel,New York,+1-718-886-3555,,theone-ny.com,new,2026-09-17,Has website,
usa-hotel-1392,Sky Hotel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1393,East New York Inn,New York,+1-718-485-0006,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1394,The Westin New York,New York,+1-212-490-8900,,http://www.westinnewyorkgrandcentral.com/,new,2026-09-17,Has website,
usa-hotel-1395,The Holland Hotel,New York,+12019636200,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1396,Aloft Manhattan Downtown,New York,,,http://www.aloftmanhattandowntown.com/,new,2026-09-17,Has website,
usa-hotel-1397,LeSoleil,New York,,,https://www.hotellesoleilny.com/,new,2026-09-17,Has website,
usa-hotel-1398,Arlo NoMad,New York,,,https://www.arlohotels.com/new-york/nomad,new,2026-09-17,Has website,
usa-hotel-1399,Hyatt House,New York,+1 212-513-0001,,https://newyorkchelsea.house.hyatt.com/,new,2026-09-17,Has website,
usa-hotel-1400,Cambria Hotel & Suites,New York,,,https://www.cambrianycchelsea.com/,new,2026-09-17,Has website,
usa-hotel-1401,Cassa Hotel,New York,,,http://www.cassahotelny.com,new,2026-09-17,Has website,
usa-hotel-1402,Extended Stay America - Secaucus - Meadowlands,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1403,"PUBLIC, an Ian Schrager hotel",New York,+1-212-735-6000,,https://www.publichotels.com/,new,2026-09-17,Has website,
usa-hotel-1404,Arlo Soho,New York,,,https://www.arlohotels.com/arlo-soho/,new,2026-09-17,Has website,
usa-hotel-1405,Horizon,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1406,Radisson Hotel New Rochelle,New York,+1-914-576-3700,rhi_nrny@radisson.com,https://www.radissonhotels.com/en-us/hotels/radisson-new-rochelle,sent,2026-09-17,Has website,
usa-hotel-1407,Comfort Inn Edgewater,New York,+1 201-943-3131,,https://www.choicehotels.com/new-york/white-plains/cambria-hotels,new,2026-09-17,Has website,
usa-hotel-1408,SpringHill Suites Newark Liberty International Airport,New York,+1 973-624-5300,,https://www.marriott.com/ewrsa,new,2026-09-17,Has website,
usa-hotel-1409,Homewood Suites,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1410,Courtyard New York Downtown Financial District,New York,+1 646-928-9000,,https://www.marriott.com/en-us/hotels/nycmp-courtyard-new-york-downtown-manhattan-financial-district/overview/,new,2026-09-17,Has website,
usa-hotel-1411,The Cloud One New York-Downtown,New York,+1-646-434-4649,,https://www.the-cloud-one.com/,new,2026-09-17,Has website,
usa-hotel-1412,Days Hotel,New York,+1 201-866-0400,,https://www.wyndhamhotels.com/days-inn/north-bergen-new-jersey/days-inn-north-bergen-nyc-area/overview,new,2026-09-17,Has website,
usa-hotel-1413,Fountain Motel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1414,Fairfield Inn & Suites Newark Liberty International Airport,New York,+1 973-242-2600,,https://www.marriott.com/ewrfs,new,2026-09-17,Has website,
usa-hotel-1415,Rodeway Inn,New York,+1 201-420-7788,,https://www.choicehotels.com/new-york/white-plains/cambria-hotels,new,2026-09-17,Has website,
usa-hotel-1416,Travelodge Jersey City,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1417,Skyway Motel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1418,Canopy by Hilton,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1419,Residence Inn Jersey City,New York,+1 201-222-5500,,https://www.marriott.com/hotels/travel/ewrjr-residence-inn-jersey-city/,new,2026-09-17,Has website,
usa-hotel-1420,Haiban Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1421,Sonesta Simply Suites Jersey City,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1422,Ramada Jersey City,New York,+1 201-432-6100,,https://www.wyndhamhotels.com/ramada/jersey-city-new-jersey/ramada-jersey-city/overview,new,2026-09-17,Has website,
usa-hotel-1423,Best Western Robert Treat Hotel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1424,TRYP Newark,New York,,,https://trypnewark.com/,new,2026-09-17,Has website,
usa-hotel-1425,Courtyard Newark Liberty International Airport,New York,+1 973-643-8500,,https://www.marriott.com/ewrca,new,2026-09-17,Has website,
usa-hotel-1426,Americas Best Value Inn,New York,+1-973-375-4102,,http://www.americasbestvalueinn.com/bestv.cfm?idp=1322,new,2026-09-17,Has website,
usa-hotel-1427,Holiday Inn Carteret Rahway,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1428,Hyatt House New Jersey,New York,+1 201-395-0500,,https://www.hyatt.com/hyatt-house/en-us/lgaxj-hyatt-house-jersey-city,new,2026-09-17,Has website,
usa-hotel-1429,Rodeway Inn Meadowlands,New York,+1 201-348-8300,,https://www.choicehotels.com/new-york/white-plains/cambria-hotels,new,2026-09-17,Has website,
usa-hotel-1430,Comfort Inn & Suites,New York,+1 973-878-9939,,https://www.choicehotels.com/new-jersey/newark/comfort-inn-hotels/nj341?mc=llgoxxpx,new,2026-09-17,Has website,
usa-hotel-1431,Hilton Newark Liberty,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1432,Walker Hotel,New York,+1-212-375-1300,,https://www.walkerhotels.com/walker-hotel-greenwich-village/,new,2026-09-17,Has website,
usa-hotel-1433,Hilton Hasbrouck Heights / Meadowlands,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1434,Comfort Suites Newark - Harrison,New York,+1 973-718-3019,,https://www.choicehotels.com/new-york/new-york/comfort-inn-hotels,new,2026-09-17,Has website,
usa-hotel-1435,Casa Tito,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1436,Candlewood Suites Secaucus - Meadowlands,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1437,Five Towns Inn,New York,+1-516-371-2600,reservations@fivetownsinn.com,https://www.fivetownsinn.com,sent,2026-09-17,Has website,
usa-hotel-1438,LUMA Hotel Times Square,New York,+1 212-730-0099,infonyc@lumahotels.com,https://www.lumahotels.com/times-square,sent,2026-09-17,Has website,
usa-hotel-1439,Royal Motel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1440,Hampton Inn & Suites,New York,+1 973-242-0900,,https://www.hilton.com/en/hotels/ewrithx-hampton-newark-airport/,new,2026-09-17,Has website,
usa-hotel-1441,The Baltic Hotel,New York,,,https://www.baltichotelbrooklyn.com,new,2026-09-17,Has website,
usa-hotel-1442,Holiday Inn Brooklyn Downtown,New York,+1-718-624-2211,info.HIBrooklyn@nyhotelmgmt.com,https://www.ihg.com/holidayinn/hotels/us/en/brooklyn/lgabr/hoteldetail,sent,2026-09-17,Has website,
usa-hotel-1443,Home2 Suites by Hilton Newark Airport,New York,+1 973-589-3002,,https://www.hilton.com/en/hotels/ewrapht-home2-suites-newark-airport/,new,2026-09-17,Has website,
usa-hotel-1444,Howard Johnson by Wyndham Newark Airport,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1445,MC Hotel,New York,+1 844 624-6835,,https://themchotel.com/,new,2026-09-17,Has website,
usa-hotel-1446,Virgin Hotel,New York,,,https://virginhotels.com/nyc/,new,2026-09-17,Has website,
usa-hotel-1447,The Vue Hotel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1448,Ace Hotel Brooklyn,New York,+1-718-313-3636,,https://acehotel.com/brooklyn/,new,2026-09-17,Has website,
usa-hotel-1449,EVEN Hotel,New York,+1 718-552-3800,evenbrooklyn-reservations@ihg.com,https://www.ihg.com/evenhotels/hotels/us/en/brooklyn/bxyev/hoteldetail,sent,2026-09-17,Has website,
usa-hotel-1450,l,New York,+1-718-606-7400,,https://www.accorhotels.com/,new,2026-09-17,Has website,
usa-hotel-1451,Quality Inn & Suites,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1452,Howard Johnson by Wyndham North Bergen,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1453,Hotel Executive Suites,New York,+1 732-541-2005,,https://hotelexecutivesuites.com/,new,2026-09-17,Has website,
usa-hotel-1454,1 Hotel Brooklyn Bridge,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1455,Travelodge by Wyndham Manhasset,New York,+1 516-708-4952,,https://www.wyndhamhotels.com/travelodge/manhasset-new-york/travelodge-manhasset/overview,new,2026-09-17,Has website,
usa-hotel-1456,The Andrew Hotel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1457,Fathoms Hotel & Marina,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1458,Canal Loft Hotel,New York,+1-646-882-0428,,https://www.canallofthotel.com/,new,2026-09-17,Has website,
usa-hotel-1459,Stony Hill Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1460,Wyndham Garden Fresh Meadows,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1461,Hotel Nirvana,New York,+1 718-440-3122,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1462,Hampton Inn & Suites Teaneck Glenpointe,New York,+1 201-883-1777,,https://www.hilton.com/en/hotels/ewrtehx-hampton-suites-teaneck-glenpointe/,new,2026-09-17,Has website,
usa-hotel-1463,Surface Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1464,Bogart Hotel,New York,+1-718-381-1118,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1465,Hudson Plaza Motel,New York,+1-201-823-2000,,https://www.hudsonplazamotel.com/,new,2026-09-17,Has website,
usa-hotel-1466,Wingate by Wyndham Long Island City,New York,,,https://www.wyndhamhotels.com/wingate/long-island-city-new-york/wingate-by-wyndham-long-island-city/overview,new,2026-09-17,Has website,
usa-hotel-1467,Marriott New York JFK Airport,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1468,Home2 Suites by Hilton Wayne,New York,+1 973-305-8844,,https://www.hilton.com/en/hotels/tebetht-home2-suites-wayne/,new,2026-09-17,Has website,
usa-hotel-1469,Holiday Inn GW Bridge-Fort Lee NYC Area,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1470,Best Western Fort Lee,New York,+1 201-461-7000,,https://www.bestwestern.com/en_US/book/hotels-in-fort-lee/best-western-fort-lee/propertyCode.31047.html,new,2026-09-17,Has website,
usa-hotel-1471,Casa Blanca Hotel,New York,+1-718-568-0758,,https://casablancahotelbrooklyn.com,new,2026-09-17,Has website,
usa-hotel-1472,Hotel 50 Bowery,New York,+1-212-508-8000,,https://www.jdvhotels.com/hotels/new-york/nyc/hotel-50-bowery-nyc,new,2026-09-17,Has website,
usa-hotel-1473,avid Hotel,New York,+1-718-255-8898,gm@avidbrooklyn.com,https://www.ihg.com/avidhotels/hotels/us/en/brooklyn/nycav/hoteldetail,sent,2026-09-17,Has website,
usa-hotel-1474,SpringHill Suites East Rutherford Meadowlands/Carlstadt,New York,+1 201-935-9400,,https://www.marriott.com/ewrsw,new,2026-09-17,Has website,
usa-hotel-1475,The Rockaway Hotel,New York,,,https://www.therockawayhotel.com/,new,2026-09-17,Has website,
usa-hotel-1476,Umbrella Hotel,New York,+1-718-924-2100,,https://www.choicehotels.com/new-york/bronx/ascend-hotels/ny649,new,2026-09-17,Has website,
usa-hotel-1477,Element New York Wood Ridge,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1478,Aloft Secaucus Meadowlands,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1479,42 Hotel,New York,+1-718-493-4242,,https://42hotel.com,new,2026-09-17,Has website,
usa-hotel-1480,Hotel Central Times Square,New York,+1 212-542-8990,,https://www.ihg.com/spnd/hotels/us/en/new-york/nycvm/hoteldetail,new,2026-09-17,Has website,
usa-hotel-1481,Microtel Inn & Suites,New York,+1-718-606-6850,,https://www.wyndhamhotels.com/microtel/long-island-city-new-york/microtel-inn-by-wyndham-long-island-city/overview,new,2026-09-17,Has website,
usa-hotel-1482,Holiday Inn Express & Suites Meadowlands Area,New York,,,https://www.ihg.com/holidayinnexpress/hotels/us/en/carlstadt/cstnj/hoteldetail,new,2026-09-17,Has website,
usa-hotel-1483,Rodeway Inn Capri,New York,+1 201-440-4500,,https://www.choicehotels.com/new-york/white-plains/cambria-hotels,new,2026-09-17,Has website,
usa-hotel-1484,La Quinta Inn & Suites Far Rockaway,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1485,Ramada East Orange,New York,+1 973-609-5688,,https://www.wyndhamhotels.com/ramada/east-orange-new-jersey/ramada-east-orange/overview,new,2026-09-17,Has website,
usa-hotel-1486,Hampton Inn Carlstadt-At The Meadowlands,New York,+1 201-935-9000,,https://www.hilton.com/en/hotels/cldnjhx-hampton-carlstadt-at-the-meadowlands/,new,2026-09-17,Has website,
usa-hotel-1487,King Hotel,New York,+1-718-713-6400,NY646@NYCmail.com,https://www.kinghotelnyc.com,sent,2026-09-17,Has website,
usa-hotel-1488,Parkway Motor Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1489,Sleep Inn & Suites,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1490,Lotus BLU Inn & Suites,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1491,DoubleTree by Hilton Hotel Newark Airport,New York,+1 973-690-5500,EWRNA_DT_Hotel@hilton.com,https://www.hilton.com/en/hotels/ewrnadt-doubletree-newark-airport/,sent,2026-09-17,Has website,
usa-hotel-1492,Efficiency Inn,New York,+1 908-820-0500,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1493,Travelodge South Hackensack,New York,+1 201-440-1690,,https://www.wyndhamhotels.com/travelodge/south-hackensack-new-jersey/travelodge-south-hackensack/overview?CID=LC:TL::GGL:RIO:National:50202&iata=00093796,new,2026-09-17,Has website,
usa-hotel-1494,The George,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1495,The Allen Hotel,New York,+1 212-965-8898,stay@theallenhotel.com,https://www.theallenhotel.com/,sent,2026-09-17,Has website,
usa-hotel-1496,Pendry Manhattan West,New York,,,https://www.pendry.com/manhattan-west,new,2026-09-17,Has website,
usa-hotel-1497,Bentley Motel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1498,Days Inn by Wyndham Ridgefield NJ,New York,+1 201-877-1088,,https://www.wyndhamhotels.com/days-inn/ridgefield-new-jersey/days-inn-ridgefield-nj/overview,new,2026-09-17,Has website,
usa-hotel-1499,Holiday Inn Express & Suites Jersey City - Holland Tunnel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1500,Marriott Saddle Brook,New York,+1 201 843 9500,,https://www.marriott.com/hotels/travel/ewrsb-marriott-saddle-brook/,new,2026-09-17,Has website,
usa-hotel-1501,Renaissance New York Chelsea Hotel,New York,,,https://www.marriott.com/en-us/hotels/nycmm-renaissance-new-york-chelsea-hotel/overview/,new,2026-09-17,Has website,
usa-hotel-1502,Winslow Motor Hotel,New York,+12019333222,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1503,Made Hotel,New York,+1-212-213-4429,,https://www.madehotels.com,new,2026-09-17,Has website,
usa-hotel-1504,Radio Hotel,New York,+1 929-688-4880,info@theradiohotel.com,https://www.theradiohotel.com,sent,2026-09-17,Has website,
usa-hotel-1505,GALLERY HOLIDAY MOTEL,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1506,Warren Street Hotel,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1507,Best Western Plus Soho Hotel,New York,+1 646-398-9909,,https://www.bestwestern.com/en_US/book/hotels-in-new-york/best-western-plus-soho-hotel/propertyCode.33181.html,new,2026-09-17,Has website,
usa-hotel-1508,Tru by Hilton,New York,+1-718-524-9000,,https://www.hilton.com/en/hotels/jfkibru-tru-brooklyn/,new,2026-09-17,Has website,
usa-hotel-1509,Hotel Bliss,New York,+1-718-272-5564,,https://www.hotelblissny.com,new,2026-09-17,Has website,
usa-hotel-1510,Congress Inn,New York,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1511,Crowne Plaza Austin,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1512,Orangewood Suites,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1513,Doubletree by Hilton Hotel Austin,Austin,,,https://www.hilton.com/en/hotels/auslndt-doubletree-austin/,new,2026-09-17,Has website,
usa-hotel-1514,LINE,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1515,Fairfield Inn & Suites Austin Northwest/The Domain Area,Austin,,,https://www.marriott.com/auspb,new,2026-09-17,Has website,
usa-hotel-1516,Hilton Garden Inn Austin Downtown,Austin,+1 512-480-8181,AUSGI_GM@hilton.com,https://www.hilton.com/en/hotels/ausgigi-hilton-garden-inn-austin-downtown/,sent,2026-09-17,Has website,
usa-hotel-1517,Hampton Inn & Suites Austin Downtown,Austin,+1 512-472-1500,,https://www.hilton.com/en/hotels/ausdthx-hampton-suites-austin-downtown-convention-center/,new,2026-09-17,Has website,
usa-hotel-1518,Extended Stay America,Austin,+1-512-258-3365,anw@extendedstay.com,https://www.extendedstayamerica.com/hotels/tx/austin/northwest-lakeline-mall,sent,2026-09-17,Has website,
usa-hotel-1519,Embassy Suites by Hilton Austin Arboretum,Austin,+1 512-372-8771,,https://embassysuites3.hilton.com/en/hotels/texas/embassy-suites-austin-arboretum-AUSESES/index.html,new,2026-09-17,Has website,
usa-hotel-1520,Hyatt Place Austin/Arboretum - Domain Area,Austin,+1 512-231-8491,ausza-guest.services.hp.austin.arboretum@hyatt.com,https://www.hyatt.com/en-US/hotel/texas/hyatt-place-austin-arboretum-domain-area/ausza,sent,2026-09-17,Has website,
usa-hotel-1521,Econo Lodge Austin,Austin,+1 512-835-7070,,https://www.choicehotels.com/texas/round-rock/woodspring-hotels,new,2026-09-17,Has website,
usa-hotel-1522,DoubleTree by Hilton Hotel Austin Northwest Arboretum,Austin,+1 512-343-0888,,https://www.hilton.com/en/hotels/ausbpdt-doubletree-austin-northwest-arboretum,new,2026-09-17,Has website,
usa-hotel-1523,Homewood Suites by Hilton Austin-Arboretum / NW,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1524,Hampton Inn Austin - Arboretum Northwest,Austin,+1 512-349-9898,,https://www.hilton.com/en/hotels/ausnwhx-hampton-austin-nw-near-the-domain/,new,2026-09-17,Has website,
usa-hotel-1525,SpringHill Suites Austin Northwest/Arboretum,Austin,+1 512-349-0444,,https://www.marriott.com/aussn,new,2026-09-17,Has website,
usa-hotel-1526,La Quinta Inn & Suites,Austin,+1 512-832-2121,,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-austin-at-the-domain/overview?CID=LC:LQ::GGL:RIO:National:53163&iata=00093796,new,2026-09-17,Has website,
usa-hotel-1527,Embassy Suites by Hilton Austin - Central,Austin,,,https://www.hilton.com/en/hotels/auscles-embassy-suites-austin-central/,new,2026-09-17,Has website,
usa-hotel-1528,"Downright Austin, A Renaissance Hotel",Austin,+1 512-478-1111,,https://www.marriott.com/en-us/hotels/ausbr-downright-austin-a-renaissance-hotel/overview/,new,2026-09-17,Has website,
usa-hotel-1529,Firehouse Lounge & Hostel,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1530,Embassy Suites by Hilton Austin Downtown South Congress,Austin,+1 512-469-9000,auslk_gm@hilton.com,https://www.hilton.com/en/hotels/auslkes-embassy-suites-austin-downtown-south-congress/,sent,2026-09-17,Has website,
usa-hotel-1531,Hyatt Regency Austin,Austin,+1 512-477-1234,,https://www.hyatt.com/en-us/hotel/texas/hyatt-regency-austin/ausra,new,2026-09-17,Has website,
usa-hotel-1532,Residence Inn Austin Northwest/Arboretum,Austin,+1 512-502-8200,,https://www.marriott.com/ausri,new,2026-09-17,Has website,
usa-hotel-1533,Courtyard Austin The Domain Area,Austin,+1 512-502-8100,,https://www.marriott.com/ausnw,new,2026-09-17,Has website,
usa-hotel-1534,Sonesta ES Suites Austin The Domain Area,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1535,Hampton Inn & Suites,Austin,+1 512-249-0045,,https://www.hilton.com/en/hotels/auscchx-hampton-suites-austin-cedar-park-lakeline/,new,2026-09-17,Has website,
usa-hotel-1536,Americas Best Value Inn,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1537,Holiday Inn Austin Town Lake,Austin,+1-512-472-8211,,https://www.ihg.com/holidayinn/hotels/us/en/austin/austl/hoteldetail,new,2026-09-17,Has website,
usa-hotel-1538,Four Seasons Hotel Austin,Austin,+1-512-478-4500,,https://www.fourseasons.com/austin/,new,2026-09-17,Has website,
usa-hotel-1539,WoodSpring Suites Austin Northwest Research Blvd.,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1540,Staybridge Suites Austin NW,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1541,InTown Suites Extended Stay Austin,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1542,South Congress Hotel,Austin,+1-512-920-6405,,https://southcongresshotel.com,new,2026-09-17,Has website,
usa-hotel-1543,Omni Austin Hotel Downtown,Austin,+1-512-476-3700,,https://www.omnihotels.com/hotels/austin-downtown,new,2026-09-17,Has website,
usa-hotel-1544,Hilton Austin Airport,Austin,,,https://www3.hilton.com/en/hotels/texas/hilton-austin-airport-AUSAHHF/index.html,new,2026-09-17,Has website,
usa-hotel-1545,Extended Stay America - Austin - Downtown - Town Lake,Austin,+1-512-476-1818,,https://www.extendedstayamerica.com/hotels/tx/austin/downtown?channel=gmb-listing,new,2026-09-17,Has website,
usa-hotel-1546,Austin Village Motor Inn,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1547,Budget Inn Capitol,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1548,Home Style Inn,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1549,Motel 6 Austin North,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1550,Extended Stay America - Austin - Round Rock - South,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1551,InTown Suites,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1552,Courtyard Austin Airport,Austin,+1 512-386-7464,,https://www.marriott.com/ausaa,new,2026-09-17,Has website,
usa-hotel-1553,Hampton Inn & Suites Austin Airport,Austin,+1 512-389-1616,,https://www.hilton.com/en/hotels/ausaphx-hampton-suites-austin-airport/,new,2026-09-17,Has website,
usa-hotel-1554,Four Points by Sheraton Austin Airport,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1555,La Quinta Inn & Suites Austin Airport,Austin,+1 512-386-6800,,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-austin-airport/overview,new,2026-09-17,Has website,
usa-hotel-1556,Hyatt Place,Austin,+1 512-476-4440,,https://www.hyatt.com/en-us/hotel/texas/hyatt-place-austin-downtown/auszd,new,2026-09-17,Has website,
usa-hotel-1557,Holiday Inn,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1558,Motel 6 Austin,Austin,,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1559,Hampton Inn & Suites Austin at The University/Capitol,Austin,+1 512-499-8881,,https://www.hilton.com/en/hotels/ausuahx-hampton-suites-austin-at-the-university-capitol/,new,2026-09-17,Has website,
usa-hotel-1560,Residence Inn Austin Parmer/Tech Ridge,Austin,+1-512-977-0544,,https://www.marriott.com/en-us/hotels/ausrn-residence-inn-austin-parmer-tech-ridge,new,2026-09-17,Has website,
usa-hotel-1561,SpringHill Suites Austin Parmer/Tech Ridge,Austin,+1-512-833-8100,,https://www.marriott.com/en-us/hotels/ausne-springhill-suites-austin-parmer-tech-ridge,new,2026-09-17,Has website,
usa-hotel-1562,Fairfield Inn & Suites Austin Parmer/Tech Ridge,Austin,+1-512-821-0376,,https://www.marriott.com/en-us/hotels/auspl-fairfield-inn-and-suites-austin-parmer-tech-ridge,new,2026-09-17,Has website,
usa-hotel-1563,Courtyard by Marriott Austin Parmer/Tech Ridge,Austin,+1 512-339-8374,,https://www.marriott.com/hotels/travel/ausnp-courtyard-austin-north-parmer-lane/,new,2026-09-17,Has website,
usa-hotel-1564,Hilton Garden Inn Austin North,Austin,+1-512-339-3626,,https://www.hilton.com/en/hotels/ausangi-hilton-garden-inn-austin-north/,new,2026-09-17,Has website,
usa-hotel-1565,Austin Marriott North,Austin,+1 512-733-6767,,"https://www.marriott.com/en-us/hotels/ausno-austin-marriott-north/overview/""",new,2026-09-17,Has website,
usa-hotel-1566,Residence Inn Austin-University Area,Austin,+1 512-469-7842,,,new,2026-09-17,No website / OTA dependent,
usa-hotel-1567,La Quinta Inn & Suites Round Rock South,Austin,+1 512-246-2800,,https://www.wyndhamhotels.com/laquinta/austin-texas/la-quinta-austin-round-rock/overview,new,2026-09-17,Has website,
